日期,AQI,PM2.5,PM10,SO2,CO,NO2,O3_8h
2013-12-31,97,良,43,144,59,2.4,33,34
2014-01-01,68,良,33,87,61,2.4,30,35
2014-01-02,71,良,33,91,68,2.1,30,38
2014-01-03,75,良,52,100,71,2.1,32,39
2014-01-04,79,良,59,106,107,3,43,25
2014-01-05,132,轻度污染,100,141,106,3,45,20
2014-01-06,110,轻度污染,83,109,84,2.8,34,52
2014-01-07,97,良,73,105,72,2.3,22,48
2014-01-08,53,良,24,57,48,2.1,17,58
2014-01-09,81,良,52,113,85,2.7,34,48
2014-01-10,72,良,50,94,73,2.7,32,43
2014-01-11,97,良,73,124,82,3.1,39,42
2014-01-12,58,良,33,66,46,2.3,19,54
2014-01-13,87,良,64,109,95,3.1,39,30
2014-01-14,93,良,70,117,108,3.3,42,34
2014-01-15,127,轻度污染,96,160,99,3.7,37,28
2014-01-16,150,轻度污染,115,178,117,3.8,45,20
2014-01-17,213,重度污染,163,240,167,3.6,46,21
2014-01-18,100,良,75,119,88,2.9,31,47
2014-01-19,85,良,63,107,78,3,30,44
2014-01-20,125,轻度污染,95,132,65,2.8,26,42
2014-01-21,155,中度污染,119,166,155,3.6,40,29
2014-01-22,88,良,65,93,76,3.1,30,40
2014-01-23,102,轻度污染,77,114,63,2.7,22,76
2014-01-24,154,中度污染,118,166,70,3.2,33,76
2014-01-25,104,轻度污染,78,130,84,2.9,27,57
2014-01-26,72,良,38,94,66,3,26,50
2014-01-27,90,良,45,130,59,2.7,19,56
2014-01-28,57,良,26,65,61,2.6,20,53
2014-01-29,95,良,46,139,49,2.7,13,74
2014-01-30,68,良,45,87,68,2.7,14,70
2014-01-31,112,轻度污染,84,136,88,2.6,15,57
2014-02-01,106,轻度污染,79,130,82,3,30,50
2014-02-02,91,良,52,131,57,3.1,17,55
2014-02-03,58,良,19,67,45,2.5,11,66
2014-02-04,66,良,36,81,56,2.9,18,64
2014-02-05,77,良,55,104,105,3.4,31,49
2014-02-06,107,轻度污染,80,129,105,3.6,30,50
2014-02-07,125,轻度污染,95,148,234,3.4,44,16
2014-02-08,105,轻度污染,79,134,148,3.3,28,53
2014-02-09,73,良,50,95,110,3.1,19,58
2014-02-10,92,良,69,113,135,3.2,33,62
2014-02-11,164,中度污染,125,196,189,4.7,53,24
2014-02-12,149,轻度污染,114,187,136,4,43,60
2014-02-13,160,中度污染,122,186,134,3.7,42,64
2014-02-14,125,轻度污染,95,175,92,3.4,31,83
2014-02-15,272,重度污染,222,320,124,3.8,42,72
2014-02-16,124,轻度污染,94,131,89,3,30,69
2014-02-17,117,轻度污染,88,144,127,2.9,38,63
2014-02-18,130,轻度污染,99,153,146,3.1,41,66
2014-02-19,97,良,72,120,127,3.1,36,59
2014-02-20,109,轻度污染,82,133,144,3.2,39,60
2014-02-21,262,重度污染,212,318,114,4.9,56,74
2014-02-22,229,重度污染,179,272,130,4.5,57,45
2014-02-23,296,重度污染,246,366,194,5,63,40
2014-02-24,323,严重污染,273,395,100,4.7,53,44
2014-02-25,220,重度污染,170,236,82,3.6,27,90
2014-02-26,139,轻度污染,106,161,75,3.4,26,110
2014-02-27,67,良,45,83,60,2.9,21,70
2014-02-28,81,良,45,112,76,2.9,34,60
2014-03-01,64,良,46,79,77,2.9,27,71
2014-03-02,80,良,59,97,88,3,33,74
2014-03-03,151,中度污染,116,188,104,3.7,45,65
2014-03-04,107,轻度污染,80,111,89,3.1,36,78
2014-03-05,65,良,47,79,77,2.5,35,70
2014-03-06,54,良,28,59,63,2,24,73
2014-03-07,72,良,47,93,63,2.1,30,73
2014-03-08,68,良,43,87,58,2,30,71
2014-03-09,60,良,35,70,46,1.9,24,71
2014-03-10,89,良,66,128,69,2.5,39,69
2014-03-11,147,轻度污染,112,191,75,1.8,33,80
2014-03-12,60,良,29,70,63,1,25,74
2014-03-13,157,中度污染,120,195,102,1.5,50,93
2014-03-14,164,中度污染,125,189,121,1.9,63,85
2014-03-15,78,良,47,106,97,1,35,88
2014-03-16,76,良,42,103,94,1,40,91
2014-03-17,133,轻度污染,101,189,93,1.1,34,106
2014-03-18,85,良,61,121,105,1.2,39,87
2014-03-19,84,良,62,119,84,1.3,46,97
2014-03-20,74,良,33,99,49,0.9,27,76
2014-03-21,85,良,60,121,68,1.5,45,91
2014-03-22,111,轻度污染,84,148,78,1.4,44,92
2014-03-23,163,中度污染,124,210,131,2.1,70,122
2014-03-24,140,轻度污染,107,191,64,1.2,27,143
2014-03-25,155,中度污染,119,185,73,1.5,40,150
2014-03-26,224,重度污染,174,264,72,2.1,64,114
2014-03-27,273,重度污染,223,335,85,2.7,59,110
2014-03-28,95,良,71,113,37,1.1,25,137
2014-03-29,158,中度污染,121,174,49,1.7,41,89
2014-03-30,114,轻度污染,86,142,72,1.9,57,117
2014-03-31,100,良,75,141,83,2.1,62,71
2014-04-01,141,轻度污染,108,170,51,1.4,32,139
2014-04-02,92,良,69,118,40,1.5,29,119
2014-04-03,80,良,49,111,41,1.5,34,89
2014-04-04,81,良,35,111,28,1.3,32,81
2014-04-05,71,良,37,91,28,1.2,25,80
2014-04-06,87,良,43,125,28,1.5,31,97
2014-04-07,139,轻度污染,99,229,54,2.1,48,113
2014-04-08,195,中度污染,146,266,60,2.4,58,153
2014-04-09,116,轻度污染,87,171,46,1.2,34,157
2014-04-10,80,良,50,109,52,1.2,43,106
2014-04-11,107,轻度污染,79,164,42,1.4,56,105
2014-04-12,145,轻度污染,111,214,66,2.2,70,116
2014-04-13,131,轻度污染,100,192,62,2,58,141
2014-04-14,159,中度污染,121,232,37,1.9,41,175
2014-04-15,101,轻度污染,72,151,43,1.3,33,128
2014-04-16,91,良,52,132,58,1.5,59,100
2014-04-17,150,轻度污染,109,250,75,1.8,71,67
2014-04-18,72,良,38,94,37,1,32,113
2014-04-19,85,良,57,121,58,1.3,40,128
2014-04-20,84,良,62,118,28,1.3,31,111
2014-04-21,83,良,62,110,34,1.6,36,100
2014-04-22,72,良,48,95,30,1.1,33,122
2014-04-23,106,轻度污染,78,162,25,0.9,19,148
2014-04-24,102,轻度污染,62,116,22,0.9,21,162
2014-04-25,98,良,36,76,13,0.8,18,158
2014-04-26,71,良,47,87,18,0.9,20,125
2014-04-27,81,良,59,112,28,1.1,32,99
2014-04-28,100,良,57,149,63,1.2,44,118
2014-04-29,119,轻度污染,81,188,39,1.6,49,115
2014-04-30,114,轻度污染,72,149,34,1.5,32,175
2014-05-01,143,轻度污染,87,192,45,1.4,26,207
2014-05-02,115,轻度污染,52,114,17,1.2,22,177
2014-05-03,59,良,28,67,14,1.1,24,107
2014-05-04,52,良,24,54,12,1,20,90
2014-05-05,58,良,33,67,22,1.2,26,80
2014-05-06,69,良,38,88,25,1.1,24,109
2014-05-07,57,良,36,63,8,0.9,22,104
2014-05-08,106,轻度污染,80,122,21,1.6,35,82
2014-05-09,110,轻度污染,83,156,31,1.8,56,69
2014-05-10,67,良,40,83,19,1.2,32,120
2014-05-11,63,良,40,76,10,1,33,96
2014-05-12,54,良,16,30,9,1.1,20,105
2014-05-13,102,轻度污染,77,153,37,1.9,37,149
2014-05-14,83,良,49,102,25,1.4,31,139
2014-05-15,75,良,51,101,21,1.5,36,90
2014-05-16,66,良,38,81,28,1.4,37,86
2014-05-17,73,良,44,96,21,1.2,36,101
2014-05-18,70,良,36,90,22,1.2,34,120
2014-05-19,76,良,45,101,16,1,29,117
2014-05-20,82,良,61,106,7,1.3,35,118
2014-05-21,88,良,65,114,16,1.5,34,124
2014-05-22,125,轻度污染,95,155,17,1.5,22,128
2014-05-23,98,良,62,112,19,1.1,17,158
2014-05-24,94,良,42,78,9,0.9,20,153
2014-05-25,45,优,25,45,6,1.1,19,80
